,Year,Brand,Model,Comb_CO2,Prediction
7126,2018,Subaru,IMPREZA 4-Door,282,293.2212161
7127,2018,Subaru,IMPREZA 5-Door,282,296.7079331
7128,2018,Subaru,LEGACY,311,319.538169
7130,2018,Subaru,CROSSTREK,353,314.4435531
7131,2018,Subaru,CROSSTREK,301,303.6813671
7132,2018,Subaru,FORESTER,368,333.787072
7135,2018,Subaru,FORESTER,359,347.0302518
7136,2018,Subaru,OUTBACK,398,387.1181676
7138,2018,Subaru,WRX,420,367.9505539
7140,2018,Subaru,IMPREZA SPORT 5-Door,351,311.2588709
7141,2018,Subaru,IMPREZA SPORT 5-Door,292,300.1946501
7153,2018,TOYOTA,CAMRY,264,308.7759831
7155,2018,TOYOTA,TUNDRA 4WD,568,468.6583559
7159,2018,TOYOTA,COROLLA,281,267.7704025
7160,2018,TOYOTA,COROLLA,286,290.3652123
7166,2018,TOYOTA,SEQUOIA 2WD,607,514.0034711
7175,2018,TOYOTA,AVALON HYBRID,223,230.8887227
7178,2018,TOYOTA,COROLLA iM,283,290.3652123
7180,2018,LEXUS,LS 500h,314,311.0542408
7182,2018,TOYOTA,4RUNNER 2WD,479,421.025946
7188,2018,LEXUS,NX 300 AWD F SPORT,374,344.1476045
7190,2018,LEXUS,RC F,465,484.2264447
7191,2018,TOYOTA,PRIUS,170,188.067362
7192,2018,TOYOTA,PRIUS Eco,158,183.5871274
7197,2018,LEXUS,GS 350 F SPORT,405,407.7497565
7199,2018,TOYOTA,LAND CRUISER WAGON 4WD,595,520.3728354
7200,2018,LEXUS,LX 570,597,548.2665715
7201,2018,LEXUS,GS 300,345,340.0568178
7205,2018,TOYOTA,TACOMA 4WD,494,408.3538263
7206,2018,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,483,408.3538263
7208,2018,TOYOTA,TACOMA 4WD,441,361.0500948
7209,2018,TOYOTA,RAV4,349,330.3003549
7210,2018,TOYOTA,RAV4 AWD,357,330.3003549
7212,2018,TOYOTA,RAV4 LE/XLE,338,326.8136379
7213,2018,TOYOTA,RAV4 HYBRID AWD,275,244.8355907
7217,2018,LEXUS,RX 350 AWD,405,390.3161715
7219,2018,TOYOTA,HIGHLANDER HYBRID AWD,313,289.2336022
7223,2018,LEXUS,GS 350,388,404.2630395
7224,2018,LEXUS,GS 350 AWD,407,401.3803923
7228,2018,LEXUS,RC 300 AWD,422,408.3538263
7231,2018,TOYOTA,HIGHLANDER LE/XLE/SE/LTD,384,383.3427374
7232,2018,TOYOTA,HIGHLANDER,391,383.3427374
7233,2018,LEXUS,RX 350 L,407,390.3161715
7234,2018,LEXUS,RX 350 L AWD,432,393.8028885
7237,2018,TOYOTA,86,373,335.3638552
7246,2018,Audi,A4 quattro,327,333.3854186
7247,2018,Audi,S4,374,390.216553
7253,2018,Audi,SQ5,434,407.650138
7256,2018,Audi,Q5,363,343.8455696
7259,2018,Audi,Q3 quattro,387,351.1210385
7262,2018,Audi,RS3,399,377.6422298
7263,2018,Audi,TT RS,395,377.6422298
7266,2018,Volkswagen,Tiguan,368,333.0833837
7267,2018,Lamborghini,Aventador S Coupe,731,635.2387714
7270,2018,Lamborghini,Aventador Roadster,751,635.2387714
7273,2018,Audi,A8L,397,409.4604534
7274,2018,Audi,Q7,419,416.4338874
7275,2018,Bugatti,Chiron,840,728.4851893
7276,2018,Volkswagen,Passat,302,309.2804344
7278,2018,Volkswagen,Beetle Dune Convertible,305,309.2804344
7280,2018,Volkswagen,Beetle Convertible,308,309.2804344
7281,2018,Volkswagen,Golf R,366,344.1476045
7282,2018,Volkswagen,Golf R,354,343.8455696
7284,2018,Audi,TT Coupe quattro,336,319.7405854
7288,2018,Volkswagen,Jetta,271,276.6074389
7290,2018,Volkswagen,Jetta,326,316.2538684
7291,2018,Volkswagen,Passat,396,387.1181676
7292,2018,Audi,A4 Ultra,284,319.4385505
7293,2018,Volkswagen,Atlas,375,333.0833837
7299,2018,Audi,RS7,512,478.7301754
7308,2018,Audi,R8 RWD,497,505.8306147
7309,2018,Audi,R8 Spyder RWD,497,505.8306147
7310,2018,Audi,RS5,419,404.4787777
7311,2018,Volkswagen,Golf Alltrack,354,316.8845817
7318,2018,Volkswagen,Tiguan Limited,391,351.1210385
7319,2018,Volkswagen,Golf,320,306.4244306
7320,2018,Audi,A3,303,312.4651165
7324,2018,Volkswagen,Golf SportWagen 4Motion,351,316.8845817
7325,2018,Volkswagen,Golf,309,299.7530315
7327,2018,Volkswagen,Golf SportWagen 4Motion,361,320.3712987
7330,2018,"Volvo Cars of North America, LLC",XC90 AWD,394,375.0579016
7333,2018,"Volvo Cars of North America, LLC",V60 FWD,304,315.6497986
7337,2018,"Volvo Cars of North America, LLC",V60 CC AWD,354,329.5966667
7338,2018,"Volvo Cars of North America, LLC",S60 Inscription AWD,338,326.1099497
7340,2018,"Volvo Cars of North America, LLC",V90 AWD,354,364.5977505
7344,2018,"Volvo Cars of North America, LLC",V90 CC AWD,361,364.5977505
7351,2018,"Volvo Cars of North America, LLC",V90 CC AWD,344,340.0568178
7352,2018,McLaren,540C Coupe,481,451.7691874
7354,2018,McLaren,570S Spider,481,451.7691874
7355,2018,McLaren,720S Coupe,513,468.5720592
7356,2019,Acura,NSX,420,372.9313572
7360,2019,BMW,Z4 sDrive30i,321,340.0568178
7361,2019,Bugatti,Chiron,840,749.4054914
7363,2019,Chevrolet,CORVETTE,490,543.2030713
7364,2019,Chevrolet,CORVETTE,532,571.2307211
7366,2019,Chevrolet,CORVETTE,512,568.046039
7367,2019,Chevrolet,CORVETTE,465,529.5582381
7369,2019,"Ferrari North America, Inc.",488 gtb,501,475.8608499
7371,2019,"Ferrari North America, Inc.",488 Pista Spider,531,486.3210009
7372,2019,"Ferrari North America, Inc.",488 Spider,495,475.8608499
7378,2019,Jaguar,F-TYPE Convertible,346,350.5169688
7379,2019,Jaguar,F-TYPE Convertible,390,412.9471704
7382,2019,Jaguar,F-TYPE Coupe,390,412.9471704
7383,2019,Jaguar,F-TYPE Coupe Manual,476,434.4715422
7384,2019,Jaguar,F-TYPE R AWD Convertible,500,522.7142455
7389,2019,Jaguar,F-TYPE S Convertible Manual,485,444.9316933
7390,2019,Jaguar,F-TYPE S Coupe,407,419.9206044
7392,2019,Jaguar,F-TYPE SVR AWD Convertible GEN2,481,522.7142455
7394,2019,Lamborghini,Aventador Coupe,784,677.0793756
7395,2019,Lamborghini,Aventador Roadster,794,677.0793756
7396,2019,Lamborghini,Huracan,592,551.1579359
7397,2019,Lamborghini,Huracan 2WD,585,551.1579359
7398,2019,Lamborghini,Huracan Spyder,592,551.1579359
7400,2019,MAZDA,MX-5,299,317.9302701
7401,2019,MAZDA,MX-5,305,321.4169871
7402,2019,Mercedes-Benz,AMG GT (coupe),488,479.0322102
7403,2019,Mercedes-Benz,AMG GT (roadster),488,479.0322102
7405,2019,Mercedes-Benz,AMG GT C (roadster),506,489.4923613
7407,2019,Mercedes-Benz,AMG GT S (coupe),489,479.0322102
7409,2019,Mercedes-Benz,AMG SLC 43,383,407.3481032
7411,2019,Mercedes-Benz,SL 550,435,490.1675121
7412,2019,Mercedes-Benz,SLC 300,330,346.7282169
7417,2019,Porsche,911 GT3,522,472.7226315
7421,2019,Porsche,911 Speedster,564,479.9981004
7425,2019,Porsche,Boxster GTS,413,387.8981425
7427,2019,Porsche,Boxster S,401,380.9247085
7429,2019,Porsche,Cayman,369,354.6077556
7432,2019,Porsche,Cayman S,372,373.6492396
7433,2019,Porsche,Cayman S,401,380.9247085
7434,2019,Aston Martin Lagonda Ltd,DB11 V12,497,536.2451777
7435,2019,Aston Martin Lagonda Ltd,DB11 V8,431,464.7833073
7436,2019,Aston Martin Lagonda Ltd,DBS,522,546.7053287
7437,2019,Aston Martin Lagonda Ltd,Vanquish S,555,573.7526134
7438,2019,"Ferrari North America, Inc.",GTC4Lusso,661,625.4093336
7443,2019,FIAT,500 Abarth,326,318.1460082
7448,2019,Mini,COOPER S CONVERTIBLE,338,344.1476045
7450,2019,Mini,JOHN COOPER WORKS CONVERTIBLE,350,347.6343215
7451,2019,Porsche,911 Carrera,355,390.5185878
7452,2019,Porsche,911 Carrera,382,400.9787389
7454,2019,Porsche,911 Carrera 4,389,400.9787389
7455,2019,Porsche,911 Carrera 4 Cabriolet,370,397.4920219
7457,2019,Porsche,911 Carrera 4 GTS,400,407.9521729
7460,2019,Porsche,911 Carrera 4 GTS Cabriolet,419,414.925607
7462,2019,Porsche,911 Carrera 4S,392,400.9787389
7465,2019,Porsche,911 Carrera Cabriolet,365,397.4920219
7467,2019,Porsche,911 Carrera GTS,391,400.9787389
7468,2019,Porsche,911 Carrera GTS,418,414.925607
7469,2019,Porsche,911 Carrera GTS Cabriolet,400,407.9521729
7470,2019,Porsche,911 Carrera GTS Cabriolet,415,414.925607
7471,2019,Porsche,911 Carrera S,363,397.4920219
7475,2019,Porsche,911 Carrera T,399,407.9521729
7478,2019,Porsche,911 Targa 4,395,407.9521729
7485,2019,Porsche,911 Turbo S,428,440.29649
7487,2019,Porsche,911 Turbo S Exclusive Cabriolet,478,464.7035091
7491,2019,TOYOTA,86,373,345.8240062
7493,2019,Audi,A3,303,315.9518335
7494,2019,Audi,A3 Cabriolet,303,315.9518335
7499,2019,Audi,RS 3,397,388.1023808
7501,2019,Audi,S3,358,350.8190037
7502,2019,Audi,S5,371,400.676704
7503,2019,Audi,S5 Cabriolet,377,400.676704
7505,2019,Audi,TT RS,388,381.1289468
7507,2019,BMW,230i Convertible,333,343.5435348
7509,2019,BMW,230i Coupe,356,347.6343215
7510,2019,BMW,230i xDrive Convertible,331,343.5435348
7517,2019,BMW,M2 Competition,440,418.7143588
7521,2019,BMW,M240i Coupe,413,411.7409248
7522,2019,BMW,M240i Coupe M Performance,367,400.676704
7524,2019,BMW,M240i xDrive Convertible,368,400.676704
7525,2019,BMW,M240i xDrive Coupe,368,400.676704
7527,2019,BMW,M4 Convertible,481,428.872475
7531,2019,BMW,M850i xDrive Convertible,434,477.4687488
7532,2019,BMW,M850i xDrive Coupe,433,477.4687488
7535,2019,Chevrolet,CAMARO,379,358.0944726
7537,2019,Chevrolet,CAMARO,445,404.5517526
7540,2019,Chevrolet,CAMARO,477,526.373556
7542,2019,Chevrolet,SPARK,271,258.571678
7544,2019,Chevrolet,SPARK ACTIV,271,258.571678
7548,2019,Ford,MUSTANG,355,352.4535462
7549,2019,Ford,MUSTANG,359,339.7148176
7552,2019,Ford,MUSTANG BULLITT,490,470.8836464
7553,2019,Ford,MUSTANG CONVERTIBLE,389,359.4269802
7554,2019,Ford,MUSTANG CONVERTIBLE,385,346.6882516
7556,2019,Ford,MUSTANG PERFORMANCE PACKAGE,386,359.4269802
7558,2019,Ford,SHELBY GT350 MUSTANG,549,526.0404054
7560,2019,INFINITI,Q60,397,407.9521729
7561,2019,INFINITI,Q60 AWD,374,357.7924377
7564,2019,INFINITI,Q60 RED SPORT,405,407.9521729
7567,2019,LEXUS,RC 300,360,360.9771198
7568,2019,LEXUS,RC 300 AWD,436,418.8139773
7571,2019,LEXUS,RC F,465,494.6865957
7572,2019,MASERATI,GRANTURISMO CONVERTIBLE,569,510.1836035
7574,2019,Mercedes-Benz,A 220 4MATIC,324,336.8721356
7575,2019,Mercedes-Benz,AMG C 43 4MATIC (convertible),423,421.2949712
7576,2019,Mercedes-Benz,AMG C 43 4MATIC (coupe),411,414.3215372
7580,2019,Mercedes-Benz,AMG C 63 S (coupe),444,467.9679894
7584,2019,Mercedes-Benz,AMG S 65 (convertible),542,579.3516807
7585,2019,Mercedes-Benz,C 300 (convertible),371,364.161802
7587,2019,Mercedes-Benz,C 300 4MATIC (convertible),372,364.161802
7590,2019,Mercedes-Benz,E 450 (coupe),388,407.3481032
7591,2019,Mercedes-Benz,E 450 4MATIC (convertible),408,414.3215372
7599,2019,Mini,COOPER S HARDTOP 2 DOOR,338,344.1476045
7602,2019,Mini,JOHN COOPER WORKS HARDTOP,316,333.6874535
7603,2019,Mini,JOHN COOPER WORKS HARDTOP,338,344.1476045
7604,2019,NISSAN,GT-R,493,461.5188269
7606,2019,"Roush Industries, Inc.",Roush Stage 3 Mustang,570,551.2120514
7607,2019,Volkswagen,Beetle Convertible,308,312.7671514
7610,2019,Acura,TLX AWD A-SPEC,387,414.4211557
7612,2019,Acura,TLX FWD,376,410.9344387
7619,2019,BMW,330i xDrive,313,340.0568178
7621,2019,BMW,430i Coupe,351,347.6343215
7622,2019,BMW,430i Gran Coupe,324,343.5435348
7624,2019,BMW,430i xDrive Gran Coupe,331,343.5435348
7627,2019,BMW,440i Gran Coupe,353,393.70327
7629,2019,BMW,440i xDrive Coupe,413,411.7409248
7633,2019,BMW,650i Gran Coupe,432,470.4953148
7634,2019,BMW,650i xDrive Gran Coupe,448,477.4687488
7637,2019,BMW,M4 Coupe,440,418.7143588
7643,2019,Cadillac,ATS,352,354.0036858
7644,2019,Cadillac,ATS,396,393.4875318
7646,2019,Cadillac,ATS AWD,433,403.9476829
7648,2019,Cadillac,ATS-V,475,444.7159551
7649,2019,Chevrolet,CRUZE,267,267.3554274
7652,2019,Chevrolet,CRUZE PREMIER,277,286.7655551
7653,2019,Chevrolet,SONIC,308,293.7389891
7657,2019,GENESIS,G70 AWD,458,434.5978043
7661,2019,Honda,CIVIC 2Dr,256,267.0400707
7663,2019,Honda,CIVIC 2Dr,279,303.8837835
7668,2019,HYUNDAI MOTOR COMPANY,Accent,284,287.8112435
7669,2019,HYUNDAI MOTOR COMPANY,Veloster,296,303.266392
7671,2019,HYUNDAI MOTOR COMPANY,Veloster,299,303.983402
7673,2019,HYUNDAI MOTOR COMPANY,Veloster N,363,330.2007365
7676,2019,Jaguar,XE,284,312.1630816
7679,2019,Jaguar,XE AWD,299,315.6497986
7680,2019,Jaguar,XE AWD,321,340.0568178
7681,2019,Jaguar,XE AWD,383,412.9471704
7682,2019,Jaguar,XE AWD,480,522.7142455
7684,2019,KIA MOTORS CORPORATION,Rio,278,284.3245265
7685,2019,LEXUS,GS F,472,494.6865957
7688,2019,LEXUS,IS 350,388,411.2364736
7689,2019,LEXUS,IS 350 AWD,412,418.8139773
7693,2019,MAZDA,CX-3 4WD,303,303.983402
7694,2019,MAZDA,MAZDA2,253,274.1797321
7695,2019,MAZDA,MAZDA2,264,274.1797321
7698,2019,MAZDA,Mazda3 4-Door 4WD,313,323.3269209
7699,2019,Mercedes-Benz,AMG C 43 4MATIC,407,414.3215372
7700,2019,Mercedes-Benz,AMG C 63,424,460.9945554
7701,2019,Mercedes-Benz,AMG C 63 S,424,460.9945554
7703,2019,Mercedes-Benz,AMG CLS53 4MATIC+,379,388.2799448
7706,2019,Mercedes-Benz,AMG GT 63 S 4MATIC+,521,495.8617256
7710,2019,Mercedes-Benz,C 300 4MATIC,340,353.7016509
7713,2019,Mercedes-Benz,CLA 250 4MATIC,328,340.3588526
7716,2019,Mercedes-Benz,S 560 4MATIC (coupe),439,467.9679894
7719,2019,Mitsubishi Motors Corporation,MIRAGE G4,239,241.262533
7721,2019,NISSAN,VERSA,262,261.4276817
7725,2019,Subaru,WRX,383,358.0944726
7735,2019,TOYOTA,YARIS,264,274.1797321
7739,2019,Volkswagen,Golf R,343,347.3322867
7740,2019,Volkswagen,Golf R,373,354.6077556
7741,2019,Volkswagen,GTI,325,322.9252675
7744,2019,Volkswagen,Jetta,263,279.792121
7745,2019,Volkswagen,Jetta GLI,315,319.4385505
7748,2019,"Volvo Cars of North America, LLC",S60 FWD,316,340.0568178
7753,2019,ALFA ROMEO,Giulia AWD,348,350.5169688
7754,2019,Audi,A5 Sportback quattro,328,340.3588526
7756,2019,Audi,A6 quattro,360,371.8683122
7758,2019,Audi,RS 5 Sportback,431,421.9123627
7763,2019,BMW,540i,371,400.676704
7765,2019,BMW,M5,521,505.3624849
7773,2019,Buick,LACROSSE AWD,383,396.672214
7774,2019,Buick,REGAL,345,353.7016509
7775,2019,Buick,REGAL AWD,365,360.9771198
7776,2019,Buick,REGAL AWD,404,403.645648
7777,2019,Cadillac,CTS,353,354.0036858
7778,2019,Cadillac,CTS,396,393.4875318
7779,2019,Cadillac,CTS,468,451.0853194
7780,2019,Cadillac,CTS AWD,373,360.9771198
7781,2019,Cadillac,CTS AWD,433,403.9476829
7782,2019,Cadillac,CTS-V,543,581.6908721
7783,2019,Chevrolet,CRUZE HATCHBACK,277,286.7655551
7786,2019,Chevrolet,MALIBU,281,274.0135048
7789,2019,Dodge,Challenger,389,393.4875318
7794,2019,Dodge,Challenger GT,415,403.9476829
7797,2019,Ford,FUSION AWD,386,337.1741705
7800,2019,Ford,FUSION FWD,355,330.2007365
7807,2019,Honda,CIVIC 4Dr,279,303.8837835
7809,2019,Honda,CIVIC 4Dr,276,300.1946501
7813,2019,HYUNDAI MOTOR COMPANY,Elantra,256,282.9768032
7814,2019,HYUNDAI MOTOR COMPANY,Elantra,305,303.266392
7817,2019,HYUNDAI MOTOR COMPANY,Elantra,301,303.983402
7820,2019,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,212,209.6549203
7821,2019,INFINITI,Q50,356,350.8190037
7828,2019,INFINITI,Q70,469,510.5300759
7829,2019,INFINITI,Q70 AWD,443,435.3148143
7831,2019,Jaguar,XF,289,312.1630816
7833,2019,Jaguar,XF,377,412.9471704
7839,2019,KIA MOTORS CORPORATION,Forte FE,256,274.1131232
7843,2019,KIA MOTORS CORPORATION,Stinger RWD,365,354.0036858
7845,2019,LEXUS,ES 300h,201,227.4020056
7847,2019,LEXUS,ES 350 F SPORT,352,383.3427374
7848,2019,LEXUS,GS 300,347,350.5169688
7849,2019,LEXUS,GS 300 F SPORT,368,360.9771198
7850,2019,LEXUS,GS 350,388,411.2364736
7856,2019,LEXUS,LS 500h AWD,343,328.4878259
7858,2019,Lincoln,MKZ AWD,386,337.1741705
7860,2019,Lincoln,MKZ FWD,373,333.6874535
7861,2019,Lincoln,MKZ FWD,425,387.3339057
7864,2019,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),460,432.0571572
7868,2019,MAZDA,Mazda3 5-Door 4WD,328,326.8136379
7869,2019,MAZDA,MAZDA6,302,319.8402039
7870,2019,MAZDA,MAZDA6,335,339.0841043
7871,2019,MAZDA,MAZDA6,328,326.8136379
7873,2019,Mercedes-Benz,AMG E53 4MATIC+,370,384.7932278
7874,2019,Mercedes-Benz,E 300,357,357.188368
7875,2019,Mercedes-Benz,E 300 4MATIC,367,364.161802
7879,2019,Mini,COOPER CLUBMAN ALL4,341,330.6671767
7880,2019,Mini,COOPER CLUBMAN ALL4,344,324.2978124
7887,2019,Mini,COOPER S CLUBMAN ALL4,345,350.5169688
7889,2019,Mini,COOPER S COUNTRYMAN,332,343.5435348
7895,2019,Mini,JOHN COOPER WORKS CLUBMAN ALL4,366,354.6077556
7896,2019,NISSAN,ALTIMA,278,296.9433592
7900,2019,NISSAN,ALTIMA SR/PLATINUM,288,300.4300762
7902,2019,NISSAN,MAXIMA,378,404.5650744
7903,2019,NISSAN,SENTRA,307,320.6999771
7905,2019,NISSAN,SENTRA,297,297.6406813
7908,2019,Rolls-Royce Motor Cars Limited,Wraith,624,629.4582612
7910,2019,Subaru,IMPREZA 4-Door,331,307.7721539
7914,2019,Subaru,LEGACY,387,387.1181676
7916,2019,TOYOTA,AVALON HYBRID,203,230.8887227
7920,2019,TOYOTA,CAMRY,338,376.3693034
7921,2019,TOYOTA,CAMRY HYBRID LE,170,217.4880397
7922,2019,TOYOTA,CAMRY HYBRID XLE/SE,195,227.4020056
7923,2019,TOYOTA,CAMRY LE/SE,278,319.2361342
7924,2019,TOYOTA,CAMRY XLE/XSE,274,319.2361342
7925,2019,TOYOTA,CAMRY XSE,345,376.3693034
7926,2019,TOYOTA,COROLLA,281,274.7438365
7929,2019,TOYOTA,COROLLA LE ECO,263,267.7704025
7930,2019,TOYOTA,COROLLA LE ECO,271,271.2571195
7932,2019,TOYOTA,PRIUS AWD,176,191.554079
7934,2019,Volkswagen,Passat,302,312.7671514
7939,2019,Audi,A8L,495,463.5666168
7940,2019,BMW,330i xDrive Gran Turismo,331,343.5435348
7941,2019,BMW,340i xDrive Gran Turismo,383,404.163421
7943,2019,BMW,740i,371,400.676704
7944,2019,BMW,740i xDrive,383,404.163421
7945,2019,BMW,750i,432,470.4953148
7951,2019,Cadillac,CT6,317,346.426182
7952,2019,Cadillac,CT6 AWD,429,424.4796534
7960,2019,Chevrolet,IMPALA,409,394.0916016
7963,2019,Chrysler,300,466,506.4259673
7973,2019,Ford,TAURUS AWD,471,417.1375757
7975,2019,Ford,TAURUS FWD,428,394.4069582
7976,2019,Ford,TAURUS FWD FFV,428,394.4069582
7977,2019,GENESIS,G80 AWD,453,434.5978043
7978,2019,GENESIS,G80 AWD,445,417.2638377
7979,2019,GENESIS,G80 AWD,503,505.1467468
7980,2019,GENESIS,G80 RWD,442,434.5978043
7981,2019,GENESIS,G80 RWD,423,410.2904036
7983,2019,GENESIS,G90 AWD,448,434.5978043
7988,2019,Honda,ACCORD,282,296.6083146
7989,2019,Honda,ACCORD,298,296.9103495
7992,2019,Honda,ACCORD,344,323.2273024
7994,2019,Honda,CIVIC 5Dr,274,307.0684657
7996,2019,Honda,CIVIC 5Dr,360,347.6343215
8000,2019,HYUNDAI MOTOR COMPANY,Ioniq,163,189.4750113
8001,2019,HYUNDAI MOTOR COMPANY,Ioniq Blue,154,185.9882943
8004,2019,HYUNDAI MOTOR COMPANY,Sonata,319,320.1555605
8005,2019,HYUNDAI MOTOR COMPANY,Sonata SE,306,316.6688435
8010,2019,Jaguar,XJL,503,522.7142455
8011,2019,Jaguar,XJL AWD,450,433.8674725
8013,2019,KIA MOTORS CORPORATION,K900,431,427.6243702
8016,2019,KIA MOTORS CORPORATION,Optima,327,323.6422776
8018,2019,Lincoln,CONTINENTAL AWD,449,384.7932586
8020,2019,Lincoln,CONTINENTAL AWD,463,414.696547
8021,2019,Lincoln,CONTINENTAL COACH,478,401.2807738
8023,2019,Lincoln,CONTINENTAL FWD,440,407.723113
8025,2019,MASERATI,QUATTROPORTE SQ4 V6,484,442.5173082
8027,2019,Mercedes-Benz,AMG S 63 4MATIC,443,467.9679894
8028,2019,Mercedes-Benz,AMG S 65,574,579.3516807
8029,2019,Mercedes-Benz,Maybach S 650,572,579.3516807
8030,2019,Mercedes-Benz,S 450,403,414.3215372
8032,2019,Mercedes-Benz,S 560,430,460.9945554
8033,2019,Mercedes-Benz,S 560 4MATIC,426,460.9945554
8036,2019,Porsche,Panamera 4,407,411.1368551
8037,2019,Porsche,Panamera 4 Executive,407,411.1368551
8041,2019,Porsche,Panamera 4S ST,440,421.9123627
8050,2019,Rolls-Royce Motor Cars Limited,Phantom EWB,615,632.6296216
8053,2019,Audi,A4 allroad quattro,356,350.8190037
8055,2019,Buick,REGAL TOUR X AWD,365,360.9771198
8058,2019,FIAT,500L,356,328.6061593
8062,2019,Honda,HR-V AWD,311,281.7172706
8063,2019,Honda,HR-V AWD,314,304.3120804
8066,2019,KIA MOTORS CORPORATION,Niro,183,196.4484453
8070,2019,KIA MOTORS CORPORATION,Soul,319,294.7846775
8072,2019,KIA MOTORS CORPORATION,Soul,334,310.956836
8073,2019,NISSAN,Rogue Sport,318,310.6548012
8078,2019,Subaru,IMPREZA 5-Door SPORT,351,318.2323049
8084,2019,Volkswagen,Golf SportWagen 4Motion,351,323.8580157
8085,2019,"Volvo Cars of North America, LLC",V60 AWD,359,371.5711845
8088,2019,Jaguar,XF Sportbrake AWD,428,426.8940385
8092,2019,NISSAN,MURANO AWD,388,387.1314893
8094,2019,Rolls-Royce Motor Cars Limited,Cullinan,615,632.6296216
8099,2019,Chevrolet,COLORADO 2WD,406,351.220657
8100,2019,Chevrolet,COLORADO 2WD,403,351.220657
8106,2019,GMC,CANYON 2WD,440,410.9211169
8109,2019,NISSAN,FRONTIER 2WD,425,351.5226919
8110,2019,NISSAN,FRONTIER 2WD,478,421.025946
8112,2019,NISSAN,FRONTIER 2WD FFV,494,427.9993801
8113,2019,TOYOTA,TACOMA 2WD,423,361.0500948
8116,2019,Chevrolet,COLORADO 4WD,455,383.4653556
8118,2019,Chevrolet,COLORADO ZR2 4WD,524,404.3856577
8120,2019,GMC,CANYON 4WD,429,354.7073741
8121,2019,GMC,CANYON 4WD,455,383.4653556
8124,2019,NISSAN,FRONTIER 4WD,507,431.1840622
8125,2019,NISSAN,FRONTIER 4WD FFV,521,438.4595311
8126,2019,TOYOTA,TACOMA 4WD,441,368.0235288
8127,2019,TOYOTA,TACOMA 4WD,448,401.3803923
8129,2019,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,483,415.3272603
8131,2019,TOYOTA,TACOMA 4WD TRD PRO,483,415.3272603
8133,2019,Chevrolet,C10 SILVERADO 2WD,442,383.1766425
8136,2019,Chevrolet,C10 SILVERADO 2WD,524,490.8578786
8139,2019,Chevrolet,C15 SILVERADO LD 2WD,510,490.8578786
8141,2019,Ford,F150 2WD BASE PAYLOAD LT TIRE,423,390.5585531
8144,2019,Ford,F150 2WD FFV BASE PAYLOAD LT,423,388.0642375
8145,2019,Ford,F150 2WD FFV BASE PAYLOAD LT,493,483.6223749
8149,2019,Ford,F150 PICKUP 2WD,412,393.0992002
8150,2019,Ford,F150 PICKUP 2WD,426,415.9294362
8151,2019,Ford,F150 PICKUP 2WD FFV,412,384.5775205
8152,2019,Ford,F150 PICKUP 2WD FFV,463,476.6489409
8153,2019,Ford,F150 PICKUP 2WD LIMITED,462,429.8763042
8154,2019,Ford,RANGER 2WD,387,359.4269802
8156,2019,GMC,C10 SIERRA 2WD,442,383.1766425
8157,2019,GMC,C10 SIERRA 2WD,509,451.1582944
8161,2019,GMC,C10 SIERRA 2WD,471,479.7936578
8162,2019,GMC,C15 SIERRA LTD 2WD,510,490.8578786
8163,2019,NISSAN,TITAN 2WD,505,493.0964908
8165,2019,RAM,1500 4X2,467,487.6458092
8166,2019,RAM,1500 4X2,514,523.8595524
8167,2019,RAM,1500 Classic 4X2,448,397.189987
8169,2019,RAM,1500 Classic 4X2,512,523.8595524
8175,2019,Chevrolet,K10 SILVERADO 4WD,464,390.1500765
8178,2019,Chevrolet,K10 SILVERADO 4WD,517,490.8578786
8183,2019,Chevrolet,K10 SILVERADO 4WD TRAILBOSS,508,497.2272428
8185,2019,Ford,F150 2.7L 4WD GVWR>6799 LBS,444,397.5319872
8187,2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,444,397.5319872
8188,2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,463,410.5327853
8192,2019,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,555,504.542677
8193,2019,Ford,F150 PICKUP 4WD,423,390.5585531
8201,2019,Ford,RANGER 4WD,404,366.4004142
8202,2019,GMC,K10 SIERRA 4WD,445,383.1766425
8204,2019,GMC,K10 SIERRA 4WD,530,451.1582944
8207,2019,GMC,K10 SIERRA 4WD,508,497.2272428
8208,2019,GMC,K10 SIERRA 4WD,525,560.0325867
8211,2019,GMC,K15 SIERRA LTD 4WD,516,490.8578786
8214,2019,NISSAN,TITAN 4WD PRO-4X,529,503.5566418
8219,2019,RAM,1500 Classic 4X4,475,417.8945509
8225,2019,Ford,Transit T150 Wagon,552,445.0313118
8228,2019,Cadillac,XTS HEARSE,521,428.9587717
